nV = 5;
nC = 30;
c = [
[108.1, 183.9, 141, 125.5, 175, 101, 169.7, 162.4, 164.9, 112.1, 1E+08, 199, 142.8, 185.5, 139.1, 181.5, 150.8, 140.1, 155.6, 147, 172.8, 160.4, 150, 198.5, 132.8, 141.3, 193.4, 164.3, 100.7, 145.7, 183.4, 108.1],
[109.1, 115.6, 142, 107.7, 127.5, 110.2, 121.9, 123.4, 110.6, 112.4, 199, 1E+08, 122.8, 105, 155, 115.8, 118.4, 161, 116.4, 191, 135.5, 140.3, 191.2, 137.6, 173, 113.5, 143.2, 133.4, 140.1, 112.4, 104.7, 109.1],
[152.3, 116, 130.9, 149.8, 184.3, 154.5, 164.9, 110.6, 145.2, 186, 142.8, 122.8, 1E+08, 148.6, 111.2, 117.1, 132.8, 195.7, 113.5, 151.4, 179.7, 130.5, 178.9, 158.6, 132.9, 193.8, 196.3, 176.2, 137.8, 130.5, 123.3, 152.3],
[159.5, 117, 183.5, 126.6, 141.6, 132.8, 157.3, 122.5, 127.4, 118.8, 185.5, 105, 148.6, 1E+08, 189.8, 123.7, 164.6, 111.5, 132.5, 169.2, 112.4, 125.5, 119.3, 198.1, 160.1, 124.2, 188.3, 141, 119.1, 194.2, 111.6, 159.5],
[159.9, 159.4, 155.2, 184.9, 185.5, 134.7, 171.6, 129.4, 112.3, 179.2, 139.1, 155, 111.2, 189.8, 1E+08, 122.2, 120.1, 104.9, 109.6, 136.7, 160.5, 156.6, 181.8, 158.3, 143.8, 176.7, 137.3, 105.4, 102.8, 116.8, 149.3, 159.9],
[180.2, 115.6, 175.6, 141, 152.2, 108.1, 172.2, 148.4, 143.5, 193.9, 181.5, 115.8, 117.1, 123.7, 122.2, 1E+08, 140.6, 184.1, 199.7, 184.6, 163.7, 183.4, 188, 132.1, 181.7, 170.5, 154.7, 170.3, 191.9, 174.7, 102.2, 180.2],
[125.7, 166.8, 161.9, 180.2, 175.6, 144.9, 152.9, 136.2, 194.7, 155.5, 150.8, 118.4, 132.8, 164.6, 120.1, 140.6, 1E+08, 149.8, 108.4, 103.2, 158.2, 180.2, 187, 104.1, 154.9, 150.7, 110.9, 168.6, 148.8, 182.1, 192.7, 125.7],
[122.6, 109.7, 133.6, 100.3, 108.1, 195.1, 174.6, 186.7, 101.3, 104.4, 140.1, 161, 195.7, 111.5, 104.9, 184.1, 149.8, 1E+08, 107.4, 138.9, 126.1, 178.5, 110.1, 111.9, 103.4, 158.5, 136.7, 116.8, 177.5, 155, 190, 122.6],
[154.9, 121.2, 190.3, 149, 182.6, 105.2, 185.9, 154, 187.8, 104.3, 155.6, 116.4, 113.5, 132.5, 109.6, 199.7, 108.4, 107.4, 1E+08, 111.5, 166.4, 169.1, 174.5, 172.7, 155.6, 194.5, 113.6, 191.1, 134.7, 153.7, 180, 154.9],
[159.5, 142.4, 164.4, 112.1, 114.5, 172.8, 151.2, 179.9, 147.1, 158.2, 147, 191, 151.4, 169.2, 136.7, 184.6, 103.2, 138.9, 111.5, 1E+08, 133.9, 152.8, 114.8, 139.3, 150, 189, 113.2, 147.4, 131.3, 165.8, 196.2, 159.5],
[177.5, 179.9, 133, 149, 106.4, 164.7, 165.4, 165, 181, 189.9, 172.8, 135.5, 179.7, 112.4, 160.5, 163.7, 158.2, 126.1, 166.4, 133.9, 1E+08, 152.7, 146.5, 149.9, 166.5, 141.4, 102.7, 131.9, 114.1, 152.9, 139.2, 177.5],
[149.7, 195.6, 122.3, 173.9, 137.3, 170.6, 153.7, 186.2, 194.9, 193.2, 160.4, 140.3, 130.5, 125.5, 156.6, 183.4, 180.2, 178.5, 169.1, 152.8, 152.7, 1E+08, 199.4, 174.3, 109.4, 137.1, 162.7, 193.8, 147.8, 191.4, 124.9, 149.7],
[107.3, 104.2, 159.9, 166.7, 118.9, 163.5, 149.8, 180, 148.2, 145.7, 150, 191.2, 178.9, 119.3, 181.8, 188, 187, 110.1, 174.5, 114.8, 146.5, 199.4, 1E+08, 167, 169.5, 105.7, 121.9, 177.6, 127.4, 166, 176.8, 107.3],
[123.7, 149.5, 137.9, 134.3, 157.7, 121.8, 179.8, 137.8, 161.6, 112, 198.5, 137.6, 158.6, 198.1, 158.3, 132.1, 104.1, 111.9, 172.7, 139.3, 149.9, 174.3, 167, 1E+08, 180.2, 100.6, 172.9, 182.5, 120, 109.1, 144.6, 123.7],
[148.6, 128.6, 153.1, 162.6, 152.7, 191.1, 198.3, 133.7, 130.4, 184.2, 132.8, 173, 132.9, 160.1, 143.8, 181.7, 154.9, 103.4, 155.6, 150, 166.5, 109.4, 169.5, 180.2, 1E+08, 149.7, 131.9, 121.8, 165.9, 191.9, 194.7, 148.6],
[189, 167.9, 119.5, 159.3, 170.5, 126.1, 192.4, 100.7, 145.2, 121.1, 141.3, 113.5, 193.8, 124.2, 176.7, 170.5, 150.7, 158.5, 194.5, 189, 141.4, 137.1, 105.7, 100.6, 149.7, 1E+08, 115.4, 165, 140.7, 151.9, 150.5, 189],
[169.7, 152.9, 134.3, 115.2, 122.1, 180, 123.8, 111.9, 137.5, 123.9, 193.4, 143.2, 196.3, 188.3, 137.3, 154.7, 110.9, 136.7, 113.6, 113.2, 102.7, 162.7, 121.9, 172.9, 131.9, 115.4, 1E+08, 183.5, 174.4, 171.3, 161.9, 169.7],
[159.1, 123.6, 194.4, 174.9, 145.4, 144.7, 152.5, 196, 115, 143.2, 164.3, 133.4, 176.2, 141, 105.4, 170.3, 168.6, 116.8, 191.1, 147.4, 131.9, 193.8, 177.6, 182.5, 121.8, 165, 183.5, 1E+08, 177, 144.1, 144.6, 159.1],
[195.4, 148.2, 170.5, 170.1, 196.6, 108.9, 179.9, 177.6, 178.7, 159.3, 100.7, 140.1, 137.8, 119.1, 102.8, 191.9, 148.8, 177.5, 134.7, 131.3, 114.1, 147.8, 127.4, 120, 165.9, 140.7, 174.4, 177, 1E+08, 175.3, 165.9, 195.4],
[199.4, 197.2, 141.8, 122.5, 175.1, 137.6, 105.8, 170.6, 199.7, 178.7, 145.7, 112.4, 130.5, 194.2, 116.8, 174.7, 182.1, 155, 153.7, 165.8, 152.9, 191.4, 166, 109.1, 191.9, 151.9, 171.3, 144.1, 175.3, 1E+08, 198.4, 199.4],
[129.9, 130.1, 122.8, 176.2, 188.5, 151.2, 151.6, 125.7, 169.9, 177.2, 183.4, 104.7, 123.3, 111.6, 149.3, 102.2, 192.7, 190, 180, 196.2, 139.2, 124.9, 176.8, 144.6, 194.7, 150.5, 161.9, 144.6, 165.9, 198.4, 1E+08, 129.9],
[0, 160.2, 147.3, 196.9, 186.2, 199.7, 119.5, 124.7, 189.9, 139.1, 108.1, 109.1, 152.3, 159.5, 159.9, 180.2, 125.7, 122.6, 154.9, 159.5, 177.5, 149.7, 107.3, 123.7, 148.6, 189, 169.7, 159.1, 195.4, 199.4, 129.9, 1E+08]
];
t = [
[1E+08, 30.6, 43.4, 42, 29.6, 46.3, 53.9, 25.4, 51.3, 59, 27.2, 20.8, 49.5, 21.1, 40, 30.7, 20.8, 45.5, 24.6, 27.8, 48.5, 28.2, 30.8, 39.3, 55.5, 51.4, 27.8, 47.6, 36.8, 20.6, 24.7, 0],
[30.6, 1E+08, 20.3, 20.2, 39.7, 29.5, 50.7, 47, 20.1, 49.5, 34.1, 24.2, 48.9, 39.3, 34, 38.8, 28.9, 24.5, 30.2, 20.8, 22.9, 32.3, 55.1, 43.6, 43.6, 29, 59.8, 24.1, 46.5, 38.2, 38.5, 30.6],
[43.4, 20.3, 1E+08, 48.5, 50.7, 54.3, 29.7, 20.5, 49.4, 41.4, 30.5, 40, 33.8, 45.4, 35.2, 53.7, 44.3, 39.3, 51.4, 25.3, 36.7, 42.5, 23.3, 37.4, 36, 57.7, 52.4, 22.4, 36.7, 36.5, 30.7, 43.4],
[42, 20.2, 48.5, 1E+08, 46.6, 20.5, 41.9, 31, 27.8, 35.7, 58.1, 45, 24.2, 38.3, 39.6, 43.2, 59.8, 40.9, 49.1, 47, 39.9, 49.9, 59.3, 49.7, 28.4, 58.8, 29.8, 55.7, 35.2, 48.9, 32.5, 42],
[29.6, 39.7, 50.7, 46.6, 1E+08, 21.9, 27.3, 43.8, 32.8, 30.6, 20.8, 53.4, 33.3, 23.5, 24.2, 45.8, 28.7, 41.2, 26.4, 21.1, 58.4, 22.9, 40.1, 37.6, 55.2, 28.6, 25.4, 42.5, 46.8, 37.2, 41.1, 29.6],
[46.3, 29.5, 54.3, 20.5, 21.9, 1E+08, 47.8, 50.7, 46.2, 55.7, 38.9, 23.2, 25.1, 43.1, 56.9, 54.5, 26.7, 32.5, 58.9, 47.5, 35.8, 43.5, 35.7, 24.1, 50.7, 28.5, 22, 57.7, 31.5, 52.8, 55.1, 46.3],
[53.9, 50.7, 29.7, 41.9, 27.3, 47.8, 1E+08, 37.3, 44.4, 56.6, 44.8, 57, 55.6, 49.6, 59.5, 25.6, 42.6, 37.3, 28.5, 26.9, 25.5, 36.1, 43.3, 24.2, 23.9, 56.2, 27.6, 38.7, 27.7, 52.9, 41.9, 53.9],
[25.4, 47, 20.5, 31, 43.8, 50.7, 37.3, 1E+08, 42.7, 46.6, 32.6, 59.3, 50.1, 39.2, 53.3, 20.6, 27.6, 45.8, 40.6, 46.5, 32.1, 57.6, 31.1, 42.9, 59.4, 41.9, 53.1, 26.2, 27.2, 57.2, 45.2, 25.4],
[51.3, 20.1, 49.4, 27.8, 32.8, 46.2, 44.4, 42.7, 1E+08, 38.6, 53.6, 27.6, 56.7, 47.5, 52.7, 29.7, 51.5, 34.7, 38, 34.3, 29.1, 37, 20.1, 35.5, 23.5, 43.9, 27.9, 59.3, 39.7, 55.5, 56.8, 51.3],
[59, 49.5, 41.4, 35.7, 30.6, 55.7, 56.6, 46.6, 38.6, 1E+08, 26.3, 45.1, 44.7, 39.2, 45.8, 59.8, 35.7, 59.6, 45.5, 21.4, 40.2, 40.7, 56.5, 31.6, 56.7, 33, 34.9, 36.2, 49.1, 31.8, 54, 59],
[27.2, 34.1, 30.5, 58.1, 20.8, 38.9, 44.8, 32.6, 53.6, 26.3, 1E+08, 22, 25.9, 59.3, 26.4, 49.6, 42.3, 59.3, 57.9, 25.5, 56.9, 41.8, 21.4, 21.3, 31.6, 22.9, 33.4, 43.9, 51.8, 59, 38.5, 27.2],
[20.8, 24.2, 40, 45, 53.4, 23.2, 57, 59.3, 27.6, 45.1, 22, 1E+08, 27.7, 56.7, 39.4, 39, 51.9, 47.3, 54.9, 44.4, 23.5, 26.4, 45, 58.1, 43, 43, 38.7, 39.9, 39.4, 30.1, 53.4, 20.8],
[49.5, 48.9, 33.8, 24.2, 33.3, 25.1, 55.6, 50.1, 56.7, 44.7, 25.9, 27.7, 1E+08, 47.7, 55.9, 43.4, 58.9, 55.1, 30.3, 45.1, 30.2, 21.5, 52.3, 57.3, 32.8, 35.6, 54.5, 54.4, 29.2, 39.9, 47.4, 49.5],
[21.1, 39.3, 45.4, 38.3, 23.5, 43.1, 49.6, 39.2, 47.5, 39.2, 59.3, 56.7, 47.7, 1E+08, 55, 24.5, 33.5, 22, 50.5, 56.9, 23.4, 38.3, 48.6, 44.1, 53.5, 24.5, 41.6, 25.7, 38.2, 21.1, 31.8, 21.1],
[40, 34, 35.2, 39.6, 24.2, 56.9, 59.5, 53.3, 52.7, 45.8, 26.4, 39.4, 55.9, 55, 1E+08, 40.6, 43.9, 41.6, 22.2, 44.7, 42.9, 31.2, 29.1, 32.2, 42.5, 48.5, 48.6, 29.6, 20.1, 52, 32.3, 40],
[30.7, 38.8, 53.7, 43.2, 45.8, 54.5, 25.6, 20.6, 29.7, 59.8, 49.6, 39, 43.4, 24.5, 40.6, 1E+08, 55.8, 34.2, 53.9, 52.9, 22, 51.7, 52, 56.5, 46.1, 28, 47.8, 35.7, 27.1, 57.4, 53.4, 30.7],
[20.8, 28.9, 44.3, 59.8, 28.7, 26.7, 42.6, 27.6, 51.5, 35.7, 42.3, 51.9, 58.9, 33.5, 43.9, 55.8, 1E+08, 55.8, 59.3, 23.4, 36.2, 52.8, 39.8, 50.6, 50.8, 41.4, 44.6, 40.9, 49.8, 59.9, 34.5, 20.8],
[45.5, 24.5, 39.3, 40.9, 41.2, 32.5, 37.3, 45.8, 34.7, 59.6, 59.3, 47.3, 55.1, 22, 41.6, 34.2, 55.8, 1E+08, 32.5, 29.3, 27.3, 42.4, 46.9, 37.8, 40.4, 38.6, 52.2, 49.5, 25.7, 58.6, 34.9, 45.5],
[24.6, 30.2, 51.4, 49.1, 26.4, 58.9, 28.5, 40.6, 38, 45.5, 57.9, 54.9, 30.3, 50.5, 22.2, 53.9, 59.3, 32.5, 1E+08, 53.4, 25.1, 45.1, 55.1, 26, 33.7, 20.8, 48.5, 56.1, 25.6, 36, 43.6, 24.6],
[27.8, 20.8, 25.3, 47, 21.1, 47.5, 26.9, 46.5, 34.3, 21.4, 25.5, 44.4, 45.1, 56.9, 44.7, 52.9, 23.4, 29.3, 53.4, 1E+08, 31.5, 37.4, 30.8, 22.3, 56.5, 31.5, 34.5, 35.2, 26.4, 59.8, 35, 27.8],
[48.5, 22.9, 36.7, 39.9, 58.4, 35.8, 25.5, 32.1, 29.1, 40.2, 56.9, 23.5, 30.2, 23.4, 42.9, 22, 36.2, 27.3, 25.1, 31.5, 1E+08, 24.8, 35.4, 40.7, 31.2, 46.7, 47.1, 41.2, 35.6, 27.4, 48, 48.5],
[28.2, 32.3, 42.5, 49.9, 22.9, 43.5, 36.1, 57.6, 37, 40.7, 41.8, 26.4, 21.5, 38.3, 31.2, 51.7, 52.8, 42.4, 45.1, 37.4, 24.8, 1E+08, 55.7, 54.7, 53.9, 20.8, 52.7, 44, 33.2, 21.7, 26.4, 28.2],
[30.8, 55.1, 23.3, 59.3, 40.1, 35.7, 43.3, 31.1, 20.1, 56.5, 21.4, 45, 52.3, 48.6, 29.1, 52, 39.8, 46.9, 55.1, 30.8, 35.4, 55.7, 1E+08, 34.7, 28.9, 21.2, 41.4, 47.2, 29.2, 47.1, 20.5, 30.8],
[39.3, 43.6, 37.4, 49.7, 37.6, 24.1, 24.2, 42.9, 35.5, 31.6, 21.3, 58.1, 57.3, 44.1, 32.2, 56.5, 50.6, 37.8, 26, 22.3, 40.7, 54.7, 34.7, 1E+08, 47, 25.3, 30.1, 48.5, 21.3, 58.4, 40.1, 39.3],
[55.5, 43.6, 36, 28.4, 55.2, 50.7, 23.9, 59.4, 23.5, 56.7, 31.6, 43, 32.8, 53.5, 42.5, 46.1, 50.8, 40.4, 33.7, 56.5, 31.2, 53.9, 28.9, 47, 1E+08, 29.4, 38.5, 54.8, 27.9, 55.8, 43.5, 55.5],
[51.4, 29, 57.7, 58.8, 28.6, 28.5, 56.2, 41.9, 43.9, 33, 22.9, 43, 35.6, 24.5, 48.5, 28, 41.4, 38.6, 20.8, 31.5, 46.7, 20.8, 21.2, 25.3, 29.4, 1E+08, 35.1, 27.6, 22.6, 30.7, 41.8, 51.4],
[27.8, 59.8, 52.4, 29.8, 25.4, 22, 27.6, 53.1, 27.9, 34.9, 33.4, 38.7, 54.5, 41.6, 48.6, 47.8, 44.6, 52.2, 48.5, 34.5, 47.1, 52.7, 41.4, 30.1, 38.5, 35.1, 1E+08, 53.2, 58.2, 28.6, 23.2, 27.8],
[47.6, 24.1, 22.4, 55.7, 42.5, 57.7, 38.7, 26.2, 59.3, 36.2, 43.9, 39.9, 54.4, 25.7, 29.6, 35.7, 40.9, 49.5, 56.1, 35.2, 41.2, 44, 47.2, 48.5, 54.8, 27.6, 53.2, 1E+08, 26.4, 39.5, 49.8, 47.6],
[36.8, 46.5, 36.7, 35.2, 46.8, 31.5, 27.7, 27.2, 39.7, 49.1, 51.8, 39.4, 29.2, 38.2, 20.1, 27.1, 49.8, 25.7, 25.6, 26.4, 35.6, 33.2, 29.2, 21.3, 27.9, 22.6, 58.2, 26.4, 1E+08, 37.9, 54.1, 36.8],
[20.6, 38.2, 36.5, 48.9, 37.2, 52.8, 52.9, 57.2, 55.5, 31.8, 59, 30.1, 39.9, 21.1, 52, 57.4, 59.9, 58.6, 36, 59.8, 27.4, 21.7, 47.1, 58.4, 55.8, 30.7, 28.6, 39.5, 37.9, 1E+08, 59.1, 20.6],
[24.7, 38.5, 30.7, 32.5, 41.1, 55.1, 41.9, 45.2, 56.8, 54, 38.5, 53.4, 47.4, 31.8, 32.3, 53.4, 34.5, 34.9, 43.6, 35, 48, 26.4, 20.5, 40.1, 43.5, 41.8, 23.2, 49.8, 54.1, 59.1, 1E+08, 24.7],
[0, 30.6, 43.4, 42, 29.6, 46.3, 53.9, 25.4, 51.3, 59, 27.2, 20.8, 49.5, 21.1, 40, 30.7, 20.8, 45.5, 24.6, 27.8, 48.5, 28.2, 30.8, 39.3, 55.5, 51.4, 27.8, 47.6, 36.8, 20.6, 24.7, 1E+08]
];
q = 10;
tc = [30, 30, 30, 30, 30];
d = [0, 9.1, 9.6, 9.2, 8.5, 7.3, 7.7, 5.8, 4.3, 8.2, 8.8, 5, 10, 4.5, 8.5, 9.9, 5.6, 9.6, 7.9, 5.1, 7.5, 4.6, 9.6, 9.9, 4.5, 9.6, 4.8, 6.5, 8.5, 5.5, 9.6, 0];
p = [0, 509.9, 538.4, 548.3, 544.9, 522.6, 538.4, 578.3, 546.4, 531.9, 546.8, 590.8, 526.7, 510.8, 546.8, 529.3, 507.7, 578.6, 550.7, 588.5, 544.5, 534.6, 543.9, 521.1, 563.4, 534.5, 535.8, 535.5, 521.6, 500.9, 568.4, 0];
a = [0, 695.6, 661.9, 827, 892.7, 963.4, 500.1, 656.5, 922.1, 966.2, 862.2, 642.4, 951.8, 765.6, 1077.1, 647.1, 552.7, 644.2, 662.7, 506.9, 565.1, 705.6, 895.3, 923, 1085.5, 1007.8, 546.9, 1099.6, 824.5, 638.5, 965.3, 0];
b = [1455, 710.6, 676.9, 842, 907.7, 978.4, 515.1, 671.5, 937.1, 981.2, 877.2, 657.4, 966.8, 780.6, 1092.1, 662.1, 567.7, 659.2, 677.7, 521.9, 580.1, 720.6, 910.3, 938, 1100.5, 1022.8, 561.9, 1114.6, 839.5, 653.5, 980.3, 1455];
M = 2000;
